설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
병영약국,전라남도,강진군,전라남도 강진군 병영면 병영성로 117,전라남도 강진군 병영면 성남리 127-2,34.71489821,126.8156585,,,,2025-09-10,4920000,전라남도 강진군
제일약국,전라남도,강진군,전라남도 강진군 성전면 예향로 1,전라남도 강진군 성전면 월평리 31-6,34.69156348,126.7083118,,,,2025-09-10,4920000,전라남도 강진군
한솔약국,전라남도,강진군,전라남도 강진군 마량면 마량7길 14-2,전라남도 강진군 마량면 마량리 987-14,34.45109758,126.8174641,,,,2025-09-10,4920000,전라남도 강진군
하나로약국,전라남도,강진군,전라남도 강진군 칠량면 칠량로 69,전라남도 강진군 칠량면 영동리 1072-9,34.57253705,126.7990272,,,,2025-09-10,4920000,전라남도 강진군
신한약국,전라남도,강진군,전라남도 강진군 강진읍 영랑로 35,전라남도 강진군 강진읍 평동리 167-1,34.63852178,126.7678782,,,,2025-09-10,4920000,전라남도 강진군
강진약국,전라남도,강진군,전라남도 강진군 강진읍 보은로1길 28,전라남도 강진군 강진읍 남성리 18-20,34.6386181,126.7693257,,,,2025-09-10,4920000,전라남도 강진군
강진백제약국,전라남도,강진군,전라남도 강진군 강진읍 영랑로 38,전라남도 강진군 강진읍 평동리 168-1,34.63894724,126.7682486,,,,2025-09-10,4920000,전라남도 강진군
플러스약국,전라남도,강진군,전라남도 강진군 강진읍 평동2길 30,전라남도 강진군 강진읍 평동리 175-6,34.63803187,126.7680332,,,,2025-09-10,4920000,전라남도 강진군
한겨레약국,전라남도,강진군,전라남도 강진군 강진읍 연지길 19,전라남도 강진군 강진읍 남성리 80-2,34.64095198,126.7689371,,,,2025-09-10,4920000,전라남도 강진군
국제약국,전라남도,강진군,전라남도 강진군 강진읍 영랑로3길 5-1,전라남도 강진군 강진읍 남성리 5-12,34.63843892,126.7691058,,,,2025-09-10,4920000,전라남도 강진군
한사랑약국,전라남도,강진군,전라남도 강진군 강진읍 중앙로 95,전라남도 강진군 강진읍 서성리 12,34.63869902,126.7674602,,,,2025-09-10,4920000,전라남도 강진군
강진종로약국,전라남도,강진군,전라남도 강진군 강진읍 영랑로 25,전라남도 강진군 강진읍 평동리 176-6,34.63789342,126.7686541,,,,2025-09-10,4920000,전라남도 강진군
대성약국,전라남도,강진군,전라남도 강진군 강진읍 탐진로 6,전라남도 강진군 강진읍 서성리 322-34,34.6358803,126.7584061,,,,2025-09-10,4920000,전라남도 강진군
건강약국,전라남도,강진군,전라남도 강진군 강진읍 영랑로3길 29-1,전라남도 강진군 강진읍 남성리 19-10,34.63965231,126.7711438,,,,2025-09-10,4920000,전라남도 강진군
옴천면사무소,전라남도,강진군,전라남도 강진군 옴천면 개산중앙길 22,전라남도 강진군 옴천면 개산리 254-1,34.74506136,126.7943963,,,,2025-09-10,4920000,전라남도 강진군
병영면사무소,전라남도,강진군,전라남도 강진군 병영면 성남하고길 22,전라남도 강진군 병영면 성남리 189-2,34.71692273,126.8127316,,,,2025-09-10,4920000,전라남도 강진군
작천면사무소,전라남도,강진군,전라남도 강진군 작천면 평리3길 2,전라남도 강진군 작천면 평리 346,34.70422156,126.7713976,,,,2025-09-10,4920000,전라남도 강진군
성전면사무소,전라남도,강진군,전라남도 강진군 성전면 예향로 16,전라남도 강진군 성전면 월평리 66-1,34.69268997,126.7090569,,,,2025-09-10,4920000,전라남도 강진군
신전면사무소,전라남도,강진군,전라남도 강진군 신전면 신전중앙길 21,전라남도 강진군 신전면 수양리 170-16,34.51357582,126.7200117,,,,2025-09-10,4920000,전라남도 강진군
도암면사무소,전라남도,강진군,전라남도 강진군 도암면 도암중앙로 73,전라남도 강진군 도암면 항촌리 1122-1,34.54606493,126.7276091,,,,2025-09-10,4920000,전라남도 강진군
마량면사무소,전라남도,강진군,전라남도 강진군 마량면 마량8길 20,전라남도 강진군 마량면 마량리 970,34.45090369,126.8187477,,,,2025-09-10,4920000,전라남도 강진군
대구면사무소,전라남도,강진군,전라남도 강진군 대구면 수동길 18,전라남도 강진군 대구면 수동리 541,34.49539224,126.8007745,,,,2025-09-10,4920000,전라남도 강진군
칠량면사무소,전라남도,강진군,전라남도 강진군 칠량면 칠량로 67,전라남도 강진군 칠량면 영동리 1072-7,34.57282146,126.7993572,,,,2025-09-10,4920000,전라남도 강진군
군동면사무소,전라남도,강진군,전라남도 강진군 군동면 진흥로 315,전라남도 강진군 군동면 라천리 268,34.64489895,126.8150411,,,,2025-09-10,4920000,전라남도 강진군
강진읍사무소,전라남도,강진군,전라남도 강진군 강진읍 초지길 21,전라남도 강진군 강진읍 남성리 12-4,34.6358247,126.7735922,,,,2025-09-10,4920000,전라남도 강진군
강진군옴천면영산보건진료소,전라남도,강진군,전라남도 강진군 옴천면 장강로 1776,전라남도 강진군 옴천면 영산리 376-1,34.75874922,126.7712052,,,,2025-09-10,4920000,전라남도 강진군
강진군작천면용산보건진료소,전라남도,강진군,전라남도 강진군 작천면 열수로 58,전라남도 강진군 작천면 삼열리 778,34.71715147,126.7670529,,,,2025-09-10,4920000,전라남도 강진군
강진군신전면송천보건진료소,전라남도,강진군,전라남도 강진군 신전면 운주로 331,전라남도 강진군 신전면 송천리 106,34.48352079,126.7290422,,,,2025-09-10,4920000,전라남도 강진군
강진군도암면강정보건진료소,전라남도,강진군,전라남도 강진군 도암면 지석로 460,전라남도 강진군 도암면 강정리 314-2,34.59957964,126.680139,,,,2025-09-10,4920000,전라남도 강진군
강진군도암면신기보건진료소,전라남도,강진군,전라남도 강진군 도암면 월곶로 278,전라남도 강진군 도암면 용흥리 312-4,34.5342915,126.7543997,,,,2025-09-10,4920000,전라남도 강진군
강진군대구면계율보건진료소,전라남도,강진군,전라남도 강진군 대구면 계율길 41,전라남도 강진군 대구면 계율리 669-1,34.50857415,126.8147655,,,,2025-09-10,4920000,전라남도 강진군
강진군칠량면단월보건진료소,전라남도,강진군,전라남도 강진군 칠량면 치산길 7,전라남도 강진군 칠량면 단월리 674-1,34.56364959,126.8394402,,,,2025-09-10,4920000,전라남도 강진군
강진군옴천보건지소,전라남도,강진군,전라남도 강진군 옴천면 개산중앙길 11-12,전라남도 강진군 옴천면 개산리 279-13,34.74452517,126.7936364,,,,2025-09-10,4920000,전라남도 강진군
강진군병영보건지소,전라남도,강진군,전라남도 강진군 병영면 성남하고길 22,전라남도 강진군 병영면 성남리 189-2,34.71691358,126.8127347,,,,2025-09-10,4920000,전라남도 강진군
강진군작천보건지소,전라남도,강진군,전라남도 강진군 작천면 평리길 37-5,전라남도 강진군 작천면 평리 412-17,34.70298652,126.7741085,,,,2025-09-10,4920000,전라남도 강진군
강진군성전보건지소,전라남도,강진군,전라남도 강진군 성전면 예향로 12-11,전라남도 강진군 성전면 월평리 66-6,34.69185627,126.7095961,,,,2025-09-10,4920000,전라남도 강진군
강진군신전보건지소,전라남도,강진군,전라남도 강진군 신전면 신전중앙길 15-4,전라남도 강진군 신전면 수양리 170-41,34.51321243,126.7205961,,,,2025-09-10,4920000,전라남도 강진군
강진군도암보건지소,전라남도,강진군,전라남도 강진군 도암면 도암중앙로 61,전라남도 강진군 도암면 항촌리 1089,34.54538311,126.7279501,,,,2025-09-10,4920000,전라남도 강진군
강진군마량보건지소,전라남도,강진군,전라남도 강진군 마량면 마량4길 1,전라남도 강진군 마량면 마량리 786,34.45188459,126.8165243,,,,2025-09-10,4920000,전라남도 강진군
강진군대구보건지소,전라남도,강진군,전라남도 강진군 대구면 수동길 2,전라남도 강진군 대구면 수동리 998-5,34.49404299,126.8003633,,,,2025-09-10,4920000,전라남도 강진군
강진군칠량보건지소,전라남도,강진군,전라남도 강진군 칠량면 칠량로 74,전라남도 강진군 칠량면 영동리 1137-77,34.57212233,126.798776,,,,2025-09-10,4920000,전라남도 강진군
강진군군동보건지소,전라남도,강진군,전라남도 강진군 군동면 진흥로 324-9,전라남도 강진군 군동면 라천리 71-1,34.64373942,126.8165252,,,,2025-09-10,4920000,전라남도 강진군
강진군보건소,전라남도,강진군,전라남도 강진군 강진읍 목리길 11,전라남도 강진군 강진읍 동성리 66-3,34.63833623,126.775710,,,,2025-09-10,4920000,전라남도 강진군
영복경로당,전라남도,강진군,전라남도 강진군 옴천면 영복길 51,전라남도 강진군 옴천면 영산리 91-1,34.76237718,126.7746022,,,,2025-09-10,4920000,전라남도 강진군
계원경로당,전라남도,강진군,전라남도 강진군 옴천면 영산길 6,전라남도 강진군 옴천면 영산리 170,34.75803895,126.7719486,,,,2025-09-10,4920000,전라남도 강진군
구곡경로당,전라남도,강진군,전라남도 강진군 옴천면 월곡길 132-7,전라남도 강진군 옴천면 월곡리 186-1,34.77953702,126.7656074,,,,2025-09-10,4920000,전라남도 강진군
신월경로당,전라남도,강진군,전라남도 강진군 옴천면 월곡길 204,전라남도 강진군 옴천면 월곡리 산 16,34.78391001,126.7704614,,,,2025-09-10,4920000,전라남도 강진군
황곡경로당,전라남도,강진군,전라남도 강진군 옴천면 황곡길 13,전라남도 강진군 옴천면 황막리 587-2,34.76259118,126.7880546,,,,2025-09-10,4920000,전라남도 강진군
화신경로당,전라남도,강진군,전라남도 강진군 옴천면 황막길 11,전라남도 강진군 옴천면 황막리 218-3,34.75898623,126.8052185,,,,2025-09-10,4920000,전라남도 강진군
동막경로당,전라남도,강진군,전라남도 강진군 옴천면 황막길 106,전라남도 강진군 옴천면 황막리 60,34.76702016,126.8058711,,,,2025-09-10,4920000,전라남도 강진군
송용경로당,전라남도,강진군,전라남도 강진군 옴천면 송용길 34,전라남도 강진군 옴천면 정정리 284-1,34.74923886,126.8014372,,,,2025-09-10,4920000,전라남도 강진군
정동경로당,전라남도,강진군,전라남도 강진군 옴천면 정동길 84,전라남도 강진군 옴천면 정정리 349-1,34.75373274,126.7968683,,,,2025-09-10,4920000,전라남도 강진군
대곡경로당,전라남도,강진군,전라남도 강진군 옴천면 옴천대곡길 71,전라남도 강진군 옴천면 정정리 547-5,34.74990992,126.7901234,,,,2025-09-10,4920000,전라남도 강진군
개산경로당,전라남도,강진군,전라남도 강진군 옴천면 옴천중앙로 87-1,전라남도 강진군 옴천면 개산리 230,34.74545628,126.7980095,,,,2025-09-10,4920000,전라남도 강진군
오곡경로당,전라남도,강진군,전라남도 강진군 옴천면 오곡길 25,전라남도 강진군 옴천면 개산리 302-2,34.74504552,126.7884633,,,,2025-09-10,4920000,전라남도 강진군
좌척경로당,전라남도,강진군,전라남도 강진군 옴천면 기좌로 328,전라남도 강진군 옴천면 기좌리 264-3,34.74458281,126.7735678,,,,2025-09-10,4920000,전라남도 강진군
사동경로당,전라남도,강진군,전라남도 강진군 옴천면 사동길 36,전라남도 강진군 옴천면 기좌리 514,34.74902898,126.7529824,,,,2025-09-10,4920000,전라남도 강진군
죽림경로당,전라남도,강진군,전라남도 강진군 옴천면 죽림길 7-14,전라남도 강진군 옴천면 봉림리 504,34.75666436,126.8096638,,,,2025-09-10,4920000,전라남도 강진군
연동경로당,전라남도,강진군,전라남도 강진군 옴천면 연동길 1,전라남도 강진군 옴천면 봉림리 389-1,34.75364001,126.8122785,,,,2025-09-10,4920000,전라남도 강진군
오추경로당,전라남도,강진군,전라남도 강진군 옴천면 밤재로 5,전라남도 강진군 옴천면 봉림리 139-6,34.75267533,126.8199306,,,,2025-09-10,4920000,전라남도 강진군
삭둔경로당,전라남도,강진군,전라남도 강진군 병영면 삭둔길 65,전라남도 강진군 병영면 삭양리 528-1,34.68965777,126.8417125,,,,2025-09-10,4920000,전라남도 강진군
백양경로당,전라남도,강진군,전라남도 강진군 병영면 백양1길 33,전라남도 강진군 병영면 삭양리 170-4,34.69854991,126.8399287,,,,2025-09-10,4920000,전라남도 강진군
용두경로당,전라남도,강진군,전라남도 강진군 병영면 용두길 48,전라남도 강진군 병영면 도룡리 442-2,34.69442106,126.8257031,,,,2025-09-10,4920000,전라남도 강진군
도룡경로당,전라남도,강진군,전라남도 강진군 병영면 도룡길 2,전라남도 강진군 병영면 도룡리 123-1,34.69886929,126.8278914,,,,2025-09-10,4920000,전라남도 강진군
발천경로당,전라남도,강진군,전라남도 강진군 병영면 발천길 66,전라남도 강진군 병영면 하고리 617,34.70767202,126.7978619,,,,2025-09-10,4920000,전라남도 강진군
하고경로당,전라남도,강진군,전라남도 강진군 병영면 하고길 37,전라남도 강진군 병영면 하고리 3-3,34.71929194,126.8045032,,,,2025-09-10,4920000,전라남도 강진군
중가경로당,전라남도,강진군,전라남도 강진군 병영면 중가길 14,전라남도 강진군 병영면 중고리 400,34.7200744,126.7964812,,,,2025-09-10,4920000,전라남도 강진군
중고경로당,전라남도,강진군,전라남도 강진군 병영면 중고길 55,전라남도 강진군 병영면 중고리 196,34.71568762,126.796803,,,,2025-09-10,4920000,전라남도 강진군
상고경로당,전라남도,강진군,전라남도 강진군 병영면 상고길 21,전라남도 강진군 병영면 상고리 250-1,34.72984913,126.7904083,,,,2025-09-10,4920000,전라남도 강진군
학사경로당,전라남도,강진군,전라남도 강진군 병영면 학사안길 14,전라남도 강진군 병영면 한학리 104,34.73635975,126.8166231,,,,2025-09-10,4920000,전라남도 강진군
한림경로당,전라남도,강진군,전라남도 강진군 병영면 한림길 9,전라남도 강진군 병영면 한학리 386-4,34.73150122,126.8071942,,,,2025-09-10,4920000,전라남도 강진군
신지경로당,전라남도,강진군,전라남도 강진군 병영면 신지길 18,전라남도 강진군 병영면 삼인리 570-1,34.70959404,126.8142864,,,,2025-09-10,4920000,전라남도 강진군
남삼인경로당,전라남도,강진군,전라남도 강진군 병영면 남삼인길 11,전라남도 강진군 병영면 삼인리 318-5,34.71317454,126.8156766,,,,2025-09-10,4920000,전라남도 강진군
서삼인경로당,전라남도,강진군,전라남도 강진군 병영면 적벽청류길 33-3,전라남도 강진군 병영면 삼인리 263,34.71600673,126.8188671,,,,2025-09-10,4920000,전라남도 강진군
동삼인경로당,전라남도,강진군,전라남도 강진군 병영면 동삼인길 28-10,전라남도 강진군 병영면 삼인리 372-2,34.71485513,126.8191523,,,,2025-09-10,4920000,전라남도 강진군
박동경로당,전라남도,강진군,전라남도 강진군 병영면 한골목길 40,전라남도 강진군 병영면 박동리 152,34.71767564,126.8186326,,,,2025-09-10,4920000,전라남도 강진군
성남경로당,전라남도,강진군,전라남도 강진군 병영면 한골목길 13-1,전라남도 강진군 병영면 성남리 64,34.71608025,126.8166149,,,,2025-09-10,4920000,전라남도 강진군
남성경로당,전라남도,강진군,전라남도 강진군 병영면 성동길 6,전라남도 강진군 병영면 성동리 163,34.71861643,126.8171678,,,,2025-09-10,4920000,전라남도 강진군
동성경로당,전라남도,강진군,전라남도 강진군 병영면 한골목길 80-1,전라남도 강진군 병영면 성동리 19,34.72001768,126.8217221,,,,2025-09-10,4920000,전라남도 강진군
지로경로당,전라남도,강진군,전라남도 강진군 병영면 한골목길 98-2,전라남도 강진군 병영면 지로리 421,34.72135098,126.8232701,,,,2025-09-10,4920000,전라남도 강진군
낙산경로당,전라남도,강진군,전라남도 강진군 병영면 낙산길 11,전라남도 강진군 병영면 상낙리 615-1,34.72653854,126.8184636,,,,2025-09-10,4920000,전라남도 강진군
상림경로당,전라남도,강진군,전라남도 강진군 병영면 상림길 29,전라남도 강진군 병영면 상낙리 431,34.7243527,126.8261432,,,,2025-09-10,4920000,전라남도 강진군
학동경로당,전라남도,강진군,전라남도 강진군 작천면 학동길 12,전라남도 강진군 작천면 갈동리 199-6,34.74333545,126.742923,,,,2025-09-10,4920000,전라남도 강진군
퇴동경로당,전라남도,강진군,전라남도 강진군 작천면 퇴동길 39,전라남도 강진군 작천면 갈동리 1165,34.72827068,126.7362715,,,,2025-09-10,4920000,전라남도 강진군
갈동경로당,전라남도,강진군,전라남도 강진군 작천면 갈동로 9,전라남도 강진군 작천면 갈동리 616-5,34.71544399,126.7470695,,,,2025-09-10,4920000,전라남도 강진군
행정경로당,전라남도,강진군,전라남도 강진군 작천면 행정길 29,전라남도 강진군 작천면 군자리 517,34.71628128,126.7512958,,,,2025-09-10,4920000,전라남도 강진군
군자경로당,전라남도,강진군,전라남도 강진군 작천면 군자2길 42,전라남도 강진군 작천면 군자리 232-1,34.71465725,126.7583594,,,,2025-09-10,4920000,전라남도 강진군
척동경로당,전라남도,강진군,전라남도 강진군 작천면 척동길 60,전라남도 강진군 작천면 용상리 662,34.7274779,126.7616531,,,,2025-09-10,4920000,전라남도 강진군
구상경로당,전라남도,강진군,전라남도 강진군 작천면 구상길 43,전라남도 강진군 작천면 용상리 563-3,34.72244173,126.7643318,,,,2025-09-10,4920000,전라남도 강진군
용정경로당,전라남도,강진군,전라남도 강진군 작천면 작천용정길 39,전라남도 강진군 작천면 용상리 291-1,34.71797464,126.7658245,,,,2025-09-10,4920000,전라남도 강진군
용동경로당,전라남도,강진군,전라남도 강진군 작천면 용동길 48,전라남도 강진군 작천면 삼열리 811-1,34.71697412,126.769118,,,,2025-09-10,4920000,전라남도 강진군
죽산경로당,전라남도,강진군,전라남도 강진군 작천면 죽산길 5,전라남도 강진군 작천면 삼열리 698,34.72003394,126.7715233,,,,2025-09-10,4920000,전라남도 강진군
부와경로당,전라남도,강진군,전라남도 강진군 작천면 피토골길 3,전라남도 강진군 작천면 내기리 420-3,34.72545547,126.7844419,,,,2025-09-10,4920000,전라남도 강진군
신기경로당,전라남도,강진군,전라남도 강진군 작천면 작천신기길 62,전라남도 강진군 작천면 내기리 1061,34.72323635,126.7804558,,,,2025-09-10,4920000,전라남도 강진군
내동경로당,전라남도,강진군,전라남도 강진군 작천면 작천내동길 62,전라남도 강진군 작천면 내기리 842-6,34.71889066,126.7807441,,,,2025-09-10,4920000,전라남도 강진군
이마경로당,전라남도,강진군,전라남도 강진군 작천면 이마길 36,전라남도 강진군 작천면 토마리 20-1,34.68347593,126.8212298,,,,2025-09-10,4920000,전라남도 강진군
토동경로당,전라남도,강진군,전라남도 강진군 작천면 토동1길 27,전라남도 강진군 작천면 토마리 404-1,34.69010653,126.8151627,,,,2025-09-10,4920000,전라남도 강진군
하남경로당,전라남도,강진군,전라남도 강진군 작천면 화방로 663,전라남도 강진군 작천면 이남리 248-1,34.69743888,126.814482,,,,2025-09-10,4920000,전라남도 강진군
상남경로당,전라남도,강진군,전라남도 강진군 작천면 효동1길 8-1,전라남도 강진군 작천면 이남리 624,34.69999507,126.8074578,,,,2025-09-10,4920000,전라남도 강진군
야동경로당,전라남도,강진군,전라남도 강진군 작천면 야흥길 43,전라남도 강진군 작천면 야흥리 303,34.6980067,126.7997398,,,,2025-09-10,4920000,전라남도 강진군
부흥경로당,전라남도,강진군,전라남도 강진군 작천면 작천부흥길 36,전라남도 강진군 작천면 야흥리 602-1,34.69537759,126.7905597,,,,2025-09-10,4920000,전라남도 강진군
하당경로당,전라남도,강진군,전라남도 강진군 작천면 하당2길 1,전라남도 강진군 작천면 삼당리 442,34.69928138,126.7787694,,,,2025-09-10,4920000,전라남도 강진군
중당경로당,전라남도,강진군,전라남도 강진군 작천면 중당2길 27,전라남도 강진군 작천면 삼당리 126,34.69314428,126.7795086,,,,2025-09-10,4920000,전라남도 강진군
상당경로당,전라남도,강진군,전라남도 강진군 작천면 상당길 13,전라남도 강진군 작천면 삼당리 182-1,34.69001333,126.7841272,,,,2025-09-10,4920000,전라남도 강진군
기동경로당,전라남도,강진군,전라남도 강진군 작천면 기동길 33,전라남도 강진군 작천면 평기리 102,34.68961935,126.7749291,,,,2025-09-10,4920000,전라남도 강진군
교동경로당,전라남도,강진군,전라남도 강진군 작천면 이지길 79,전라남도 강진군 작천면 평기리 569-3,34.69150154,126.763788,,,,2025-09-10,4920000,전라남도 강진군
박산경로당,전라남도,강진군,전라남도 강진군 작천면 박산1길 37,전라남도 강진군 작천면 현산리 677-1,34.69728057,126.7572191,,,,2025-09-10,4920000,전라남도 강진군
죽현경로당,전라남도,강진군,전라남도 강진군 작천면 박산죽현길 153,전라남도 강진군 작천면 현산리 991-1,34.7051287,126.7522327,,,,2025-09-10,4920000,전라남도 강진군
하평경로당,전라남도,강진군,전라남도 강진군 작천면 까치내로 817,전라남도 강진군 작천면 평리 253,34.70376159,126.7749983,,,,2025-09-10,4920000,전라남도 강진군
상평경로당,전라남도,강진군,전라남도 강진군 작천면 평리3길 22,전라남도 강진군 작천면 현산리 151-1,34.70345807,126.7696841,,,,2025-09-10,4920000,전라남도 강진군
수암경로당,전라남도,강진군,전라남도 강진군 성전면 수암길 76,전라남도 강진군 성전면 수양리 531-1,34.6949695,126.7347359,,,,2025-09-10,4920000,전라남도 강진군
신기경로당,전라남도,강진군,전라남도 강진군 성전면 성전신기2길 6,전라남도 강진군 성전면 수양리 942-1,34.68884927,126.7348597,,,,2025-09-10,4920000,전라남도 강진군
동령경로당,전라남도,강진군,전라남도 강진군 성전면 동령길 24,전라남도 강진군 성전면 수양리 323-1,34.6903842,126.7386926,,,,2025-09-10,4920000,전라남도 강진군
오산경로당,전라남도,강진군,전라남도 강진군 성전면 오산길 24,전라남도 강진군 성전면 명산리 1242,34.69150713,126.7424718,,,,2025-09-10,4920000,전라남도 강진군
명동경로당,전라남도,강진군,전라남도 강진군 성전면 명동길 50,전라남도 강진군 성전면 명산리 368-1,34.68433918,126.7539539,,,,2025-09-10,4920000,전라남도 강진군
당산경로당,전라남도,강진군,전라남도 강진군 성전면 솔치로 530,전라남도 강진군 성전면 명산리 444-3,34.68309256,126.750784,,,,2025-09-10,4920000,전라남도 강진군
송학경로당,전라남도,강진군,전라남도 강진군 성전면 송학길 123,전라남도 강진군 성전면 송학리 312-1,34.67412165,126.7402575,,,,2025-09-10,4920000,전라남도 강진군
거목경로당,전라남도,강진군,전라남도 강진군 성전면 거목길 14,전라남도 강진군 성전면 금당리 811,34.66282857,126.7169062,,,,2025-09-10,4920000,전라남도 강진군
금당경로당,전라남도,강진군,전라남도 강진군 성전면 금당길 36-14,전라남도 강진군 성전면 금당리 236-1,34.66786719,126.7314014,,,,2025-09-10,4920000,전라남도 강진군
장등경로당,전라남도,강진군,전라남도 강진군 성전면 신예장등길 123,전라남도 강진군 성전면 도림리 316,34.67085459,126.7146493,,,,2025-09-10,4920000,전라남도 강진군
신예경로당,전라남도,강진군,전라남도 강진군 성전면 신예장등길 58,전라남도 강진군 성전면 도림리 145-3,34.67357521,126.7209235,,,,2025-09-10,4920000,전라남도 강진군
도림경로당,전라남도,강진군,전라남도 강진군 성전면 성전도림길 40,전라남도 강진군 성전면 도림리 420-1,34.67615907,126.7129702,,,,2025-09-10,4920000,전라남도 강진군
신곡보건진료소,충청남도,아산시,충청남도 아산시 서부북로295번길 22,,36.81346083,126.90135878,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
화천보건진료소,충청남도,아산시,충청남도 아산시 도고산로 217-13,,36.72074741,126.91979484,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
금성보건진료소,충청남도,아산시,충청남도 아산시 인주로 61,,36.84182097,126.87256559,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
백석포보건진료소,충청남도,아산시,충청남도 아산시 백석포길 47,,36.89268477,126.93657607,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
신화보건진료소,충청남도,아산시,충청남도 아산시 고룡산로610번길 15-11,,36.88555181,126.97085674,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
관대보건진료소,충청남도,아산시,충청남도 아산시 관대길39번길 16-10,,36.90419437,127.03180598,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
염작보건진료소,충청남도,아산시,충청남도 아산시 이화길157번길 45,,36.91871332,127.07735709,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
산동보건진료소,충청남도,아산시,충청남도 아산시 월산로 276,,36.84869031,127.09805606,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
덕지보건진료소,충청남도,아산시,충청남도 아산시 음봉로586번길 4,,36.83788274,127.07422410,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
쌍용보건진료소,충청남도,아산시,충청남도 아산시 연암율금로 489,,36.87962965,127.07376606,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
동산보건진료소,충청남도,아산시,충청남도 아산시 동산로 8,,36.82694941,127.08911890,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
갈매보건진료소,충청남도,아산시,충청남도 아산시 갈매길 19,,36.76274193,127.08800716,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
동화보건진료소,충청남도,아산시,충청남도 아산시 송악로357번길 7,,36.72616111,126.97044348,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
신창보건지소,충청남도,아산시,충청남도 아산시 서부북로 633,,36.80327849,126.93616470,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
선장보건지소,충청남도,아산시,충청남도 아산시 도고면로 91,,36.75728275,126.87716235,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
선장보건지소,충청남도,아산시,충청남도 아산시 선장로 137,,36.79142353,126.86157264,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
인주보건지소,충청남도,아산시,충청남도 아산시 현대로 1309-11,,36.87102217,126.88449715,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
영인보건지소,충청남도,아산시,충청남도 아산시 영인로 78,,36.85625015,126.95471988,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
둔포보건지소,충청남도,아산시,충청남도 아산시 둔포면로 33,,36.92974409,127.03764580,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
음봉보건지소,충청남도,아산시,충청남도 아산시 음봉면로 23-4,,36.84966264,127.01275816,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
탕정보건지소,충청남도,아산시,충청남도 아산시 탕정면로 36,,36.79838126,127.06109543,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
송악보건지소,충청남도,아산시,충청남도 아산시 역촌길 9-5,,36.73165829,127.00980181,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
배방보건지소,충청남도,아산시,충청남도 아산시 배방로 38,,36.77386666,127.05388868,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
염치보건지소,충청남도,아산시,충청남도 아산시 염성길 70-30,충청남도 아산시 염치읍 염성리 186-2,36.81572101,126.97807881,,,041-536-8798,2025-09-01,4520000,충청남도 아산시
아산시보건소,충청남도,아산시,충청남도 아산시 번영로224번길 20,충청남도 아산시 모종동 573-2,36.78256884,127.01460412,보건소내1층,,041-536-8798,2025-09-01,4520000,충청남도 아산시
송림건강생활지원센터,인천광역시,동구,인천광역시 동구 새천년로 93,인천광역시 동구 송림동 125-3,37.476601,126.648166,센터 내부(안내데스크 앞),,032-770-5723,2025-07-28,3500000,인천광역시 동구
동구정신건강복지센터·중독관리통합지원센터,인천광역시,동구,"인천광역시 동구 송림로 113, 2층",인천광역시 동구 송림동 49-13,37.477122,126.647118,센터 내부(안내데스크 앞),,032-770-5723,2025-07-28,3500000,인천광역시 동구
동구치매안심통합관리센터,인천광역시,동구,인천광역시 동구 방축로 193,인천광역시 동구 송림동 297-20,37.479835,126.666326,센터 내부(안내데스크 앞),,032-770-5723,2025-07-28,3500000,인천광역시 동구
송림종합사회복지관,인천광역시,동구,인천광역시 동구 송림로43번길 35,인천광역시 동구 송림동 193-1,37.476224,126.639736,복지관 내부,,032-770-5723,2025-07-28,3500000,인천광역시 동구
동구노인복지관,인천광역시,동구,인천광역시 동구 샛골로 177,인천광역시 동구 송림동 124-48,37.478529,126.644547,복지관 내부,,032-770-5723,2025-07-28,3500000,인천광역시 동구
송현노인복지관,인천광역시,동구,인천광역시 동구 솔빛로 13,인천광역시 동구 송현동 156,37.4177015,126.634947,복지관 내부,,032-770-5723,2025-07-28,3500000,인천광역시 동구
